OrderID,RejectionReason
ORDER_187,REJECTED - POSITION CHECK FAILED
ORDER_1517,REJECTED - POSITION CHECK FAILED
ORDER_287,REJECTED - POSITION CHECK FAILED
ORDER_2517,REJECTED - POSITION CHECK FAILED
ORDER_2947,REJECTED - POSITION CHECK FAILED
ORDER_487,REJECTED - POSITION CHECK FAILED
ORDER_587,REJECTED - POSITION CHECK FAILED
ORDER_6517,REJECTED - POSITION CHECK FAILED
ORDER_1087,REJECTED - POSITION CHECK FAILED
ORDER_288,REJECTED - POSITION CHECK FAILED
ORDER_2518,REJECTED - POSITION CHECK FAILED
ORDER_488,REJECTED - POSITION CHECK FAILED
ORDER_4518,REJECTED - POSITION CHECK FAILED
ORDER_588,REJECTED - POSITION CHECK FAILED
ORDER_5948,REJECTED - POSITION CHECK FAILED
ORDER_6518,REJECTED - POSITION CHECK FAILED
ORDER_7518,REJECTED - POSITION CHECK FAILED
ORDER_7948,REJECTED - POSITION CHECK FAILED
ORDER_888,REJECTED - POSITION CHECK FAILED
ORDER_8518,REJECTED - POSITION CHECK FAILED
ORDER_8948,REJECTED - POSITION CHECK FAILED
ORDER_988,REJECTED - POSITION CHECK FAILED
ORDER_9518,REJECTED - POSITION CHECK FAILED
ORDER_9948,REJECTED - POSITION CHECK FAILED
ORDER_1519,REJECTED - POSITION CHECK FAILED
ORDER_289,REJECTED - POSITION CHECK FAILED
ORDER_2519,REJECTED - POSITION CHECK FAILED
ORDER_2949,REJECTED - POSITION CHECK FAILED
ORDER_3519,REJECTED - POSITION CHECK FAILED
ORDER_4519,REJECTED - POSITION CHECK FAILED
ORDER_589,REJECTED - POSITION CHECK FAILED
ORDER_5519,REJECTED - POSITION CHECK FAILED
ORDER_7519,REJECTED - POSITION CHECK FAILED
ORDER_889,REJECTED - POSITION CHECK FAILED
ORDER_8949,REJECTED - POSITION CHECK FAILED
ORDER_989,REJECTED - POSITION CHECK FAILED
ORDER_10949,REJECTED - POSITION CHECK FAILED
ORDER_190,REJECTED - POSITION CHECK FAILED
ORDER_1520,REJECTED - POSITION CHECK FAILED
ORDER_1950,REJECTED - INVLALID LOT SIZE
ORDER_290,REJECTED - POSITION CHECK FAILED
ORDER_2950,REJECTED - INVLALID LOT SIZE
ORDER_390,REJECTED - POSITION CHECK FAILED
ORDER_3950,REJECTED - INVLALID LOT SIZE
ORDER_490,REJECTED - POSITION CHECK FAILED
ORDER_4950,REJECTED - INVLALID LOT SIZE
ORDER_590,REJECTED - POSITION CHECK FAILED
ORDER_5950,REJECTED - INVLALID LOT SIZE
ORDER_690,REJECTED - POSITION CHECK FAILED
ORDER_6520,REJECTED - POSITION CHECK FAILED
ORDER_6950,REJECTED - INVLALID LOT SIZE
ORDER_790,REJECTED - POSITION CHECK FAILED
ORDER_7950,REJECTED - INVLALID LOT SIZE
ORDER_890,REJECTED - POSITION CHECK FAILED
ORDER_8950,REJECTED - INVLALID LOT SIZE
ORDER_990,REJECTED - POSITION CHECK FAILED
ORDER_9950,REJECTED - INVLALID LOT SIZE
ORDER_1090,REJECTED - POSITION CHECK FAILED
ORDER_10520,REJECTED - POSITION CHECK FAILED
ORDER_10950,REJECTED - INVLALID LOT SIZE
ORDER_1521,REJECTED - POSITION CHECK FAILED
ORDER_2521,REJECTED - POSITION CHECK FAILED
ORDER_3521,REJECTED - POSITION CHECK FAILED
ORDER_3951,REJECTED - POSITION CHECK FAILED
ORDER_4951,REJECTED - POSITION CHECK FAILED
ORDER_5951,REJECTED - POSITION CHECK FAILED
ORDER_691,REJECTED - POSITION CHECK FAILED
ORDER_791,REJECTED - POSITION CHECK FAILED
ORDER_7951,REJECTED - POSITION CHECK FAILED
ORDER_891,REJECTED - POSITION CHECK FAILED
ORDER_991,REJECTED - POSITION CHECK FAILED
ORDER_9521,REJECTED - POSITION CHECK FAILED
ORDER_192,REJECTED - POSITION CHECK FAILED
ORDER_292,REJECTED - POSITION CHECK FAILED
ORDER_392,REJECTED - POSITION CHECK FAILED
ORDER_4522,REJECTED - POSITION CHECK FAILED
ORDER_4952,REJECTED - POSITION CHECK FAILED
ORDER_5522,REJECTED - POSITION CHECK FAILED
ORDER_692,REJECTED - POSITION CHECK FAILED
ORDER_792,REJECTED - POSITION CHECK FAILED
ORDER_892,REJECTED - POSITION CHECK FAILED
ORDER_193,REJECTED - POSITION CHECK FAILED
ORDER_1523,REJECTED - POSITION CHECK FAILED
ORDER_293,REJECTED - POSITION CHECK FAILED
ORDER_2523,REJECTED - POSITION CHECK FAILED
ORDER_3953,REJECTED - POSITION CHECK FAILED
ORDER_4523,REJECTED - POSITION CHECK FAILED
ORDER_5523,REJECTED - POSITION CHECK FAILED
ORDER_5953,REJECTED - POSITION CHECK FAILED
ORDER_693,REJECTED - POSITION CHECK FAILED
ORDER_6523,REJECTED - POSITION CHECK FAILED
ORDER_6953,REJECTED - POSITION CHECK FAILED
ORDER_9523,REJECTED - POSITION CHECK FAILED
ORDER_1093,REJECTED - POSITION CHECK FAILED
ORDER_10523,REJECTED - POSITION CHECK FAILED
ORDER_1524,REJECTED - POSITION CHECK FAILED
ORDER_294,REJECTED - POSITION CHECK FAILED
ORDER_494,REJECTED - POSITION CHECK FAILED
ORDER_594,REJECTED - POSITION CHECK FAILED
ORDER_5954,REJECTED - POSITION CHECK FAILED
ORDER_6524,REJECTED - POSITION CHECK FAILED
ORDER_794,REJECTED - POSITION CHECK FAILED
ORDER_7524,REJECTED - POSITION CHECK FAILED
ORDER_8954,REJECTED - POSITION CHECK FAILED
ORDER_994,REJECTED - POSITION CHECK FAILED
ORDER_9954,REJECTED - POSITION CHECK FAILED
ORDER_1094,REJECTED - POSITION CHECK FAILED
ORDER_1525,REJECTED - INVLALID LOT SIZE
ORDER_2525,REJECTED - INVLALID LOT SIZE
ORDER_2955,REJECTED - POSITION CHECK FAILED
ORDER_3525,REJECTED - INVLALID LOT SIZE
ORDER_4525,REJECTED - INVLALID LOT SIZE
ORDER_4955,REJECTED - POSITION CHECK FAILED
ORDER_595,REJECTED - POSITION CHECK FAILED
ORDER_5525,REJECTED - INVLALID LOT SIZE
ORDER_695,REJECTED - POSITION CHECK FAILED
ORDER_6525,REJECTED - INVLALID LOT SIZE
ORDER_6955,REJECTED - POSITION CHECK FAILED
ORDER_795,REJECTED - POSITION CHECK FAILED
ORDER_7525,REJECTED - INVLALID LOT SIZE
ORDER_7955,REJECTED - POSITION CHECK FAILED
ORDER_8525,REJECTED - INVLALID LOT SIZE
ORDER_8955,REJECTED - POSITION CHECK FAILED
ORDER_995,REJECTED - POSITION CHECK FAILED
ORDER_9525,REJECTED - INVLALID LOT SIZE
ORDER_10525,REJECTED - INVLALID LOT SIZE
ORDER_196,REJECTED - POSITION CHECK FAILED
ORDER_1956,REJECTED - POSITION CHECK FAILED
ORDER_296,REJECTED - POSITION CHECK FAILED
ORDER_2526,REJECTED - POSITION CHECK FAILED
ORDER_2956,REJECTED - POSITION CHECK FAILED
ORDER_496,REJECTED - POSITION CHECK FAILED
ORDER_5526,REJECTED - POSITION CHECK FAILED
ORDER_696,REJECTED - POSITION CHECK FAILED
ORDER_6956,REJECTED - POSITION CHECK FAILED
ORDER_796,REJECTED - POSITION CHECK FAILED
ORDER_7526,REJECTED - POSITION CHECK FAILED
ORDER_8956,REJECTED - POSITION CHECK FAILED
ORDER_996,REJECTED - POSITION CHECK FAILED
ORDER_9526,REJECTED - POSITION CHECK FAILED
ORDER_9956,REJECTED - POSITION CHECK FAILED
ORDER_10956,REJECTED - POSITION CHECK FAILED
ORDER_197,REJECTED - POSITION CHECK FAILED
ORDER_2957,REJECTED - POSITION CHECK FAILED
ORDER_3957,REJECTED - POSITION CHECK FAILED
ORDER_597,REJECTED - POSITION CHECK FAILED
ORDER_5957,REJECTED - POSITION CHECK FAILED
ORDER_6527,REJECTED - POSITION CHECK FAILED
ORDER_7957,REJECTED - POSITION CHECK FAILED
ORDER_897,REJECTED - POSITION CHECK FAILED
ORDER_8957,REJECTED - POSITION CHECK FAILED
ORDER_997,REJECTED - POSITION CHECK FAILED
ORDER_9527,REJECTED - POSITION CHECK FAILED
ORDER_1528,REJECTED - POSITION CHECK FAILED
ORDER_2528,REJECTED - POSITION CHECK FAILED
ORDER_2958,REJECTED - POSITION CHECK FAILED
ORDER_3958,REJECTED - POSITION CHECK FAILED
ORDER_498,REJECTED - POSITION CHECK FAILED
ORDER_598,REJECTED - POSITION CHECK FAILED
ORDER_5528,REJECTED - POSITION CHECK FAILED
ORDER_5958,REJECTED - POSITION CHECK FAILED
ORDER_6528,REJECTED - POSITION CHECK FAILED
ORDER_6958,REJECTED - POSITION CHECK FAILED
ORDER_798,REJECTED - POSITION CHECK FAILED
ORDER_7528,REJECTED - POSITION CHECK FAILED
ORDER_8528,REJECTED - POSITION CHECK FAILED
ORDER_9528,REJECTED - POSITION CHECK FAILED
ORDER_10528,REJECTED - POSITION CHECK FAILED
ORDER_1529,REJECTED - POSITION CHECK FAILED
ORDER_299,REJECTED - POSITION CHECK FAILED
ORDER_2529,REJECTED - POSITION CHECK FAILED
ORDER_499,REJECTED - POSITION CHECK FAILED
ORDER_4529,REJECTED - POSITION CHECK FAILED
ORDER_599,REJECTED - POSITION CHECK FAILED
ORDER_5529,REJECTED - POSITION CHECK FAILED
ORDER_699,REJECTED - POSITION CHECK FAILED
ORDER_6529,REJECTED - POSITION CHECK FAILED
ORDER_799,REJECTED - POSITION CHECK FAILED
ORDER_7529,REJECTED - POSITION CHECK FAILED
ORDER_8529,REJECTED - POSITION CHECK FAILED
ORDER_8959,REJECTED - POSITION CHECK FAILED
ORDER_9529,REJECTED - POSITION CHECK FAILED
ORDER_10529,REJECTED - POSITION CHECK FAILED
ORDER_10959,REJECTED - POSITION CHECK FAILED
ORDER_1100,REJECTED - INVLALID LOT SIZE
ORDER_1960,REJECTED - POSITION CHECK FAILED
ORDER_2100,REJECTED - INVLALID LOT SIZE
ORDER_2960,REJECTED - POSITION CHECK FAILED
ORDER_3100,REJECTED - INVLALID LOT SIZE
ORDER_3960,REJECTED - POSITION CHECK FAILED
ORDER_4100,REJECTED - INVLALID LOT SIZE
ORDER_4530,REJECTED - POSITION CHECK FAILED
ORDER_4960,REJECTED - POSITION CHECK FAILED
ORDER_5100,REJECTED - INVLALID LOT SIZE
ORDER_5960,REJECTED - POSITION CHECK FAILED
ORDER_6100,REJECTED - INVLALID LOT SIZE
ORDER_7100,REJECTED - INVLALID LOT SIZE
ORDER_7960,REJECTED - POSITION CHECK FAILED
ORDER_8100,REJECTED - INVLALID LOT SIZE
ORDER_8960,REJECTED - POSITION CHECK FAILED
ORDER_9100,REJECTED - INVLALID LOT SIZE
ORDER_9960,REJECTED - POSITION CHECK FAILED
ORDER_10100,REJECTED - INVLALID LOT SIZE
ORDER_10960,REJECTED - POSITION CHECK FAILED
ORDER_1531,REJECTED - POSITION CHECK FAILED
ORDER_1961,REJECTED - POSITION CHECK FAILED
ORDER_2101,REJECTED - POSITION CHECK FAILED
ORDER_2531,REJECTED - POSITION CHECK FAILED
ORDER_3531,REJECTED - POSITION CHECK FAILED
ORDER_4101,REJECTED - POSITION CHECK FAILED
ORDER_4531,REJECTED - POSITION CHECK FAILED
ORDER_4961,REJECTED - POSITION CHECK FAILED
ORDER_6531,REJECTED - POSITION CHECK FAILED
ORDER_7961,REJECTED - POSITION CHECK FAILED
ORDER_8531,REJECTED - POSITION CHECK FAILED
ORDER_8961,REJECTED - POSITION CHECK FAILED
ORDER_10101,REJECTED - POSITION CHECK FAILED
ORDER_10531,REJECTED - POSITION CHECK FAILED
ORDER_1102,REJECTED - POSITION CHECK FAILED
ORDER_1962,REJECTED - POSITION CHECK FAILED
ORDER_4102,REJECTED - POSITION CHECK FAILED
ORDER_5532,REJECTED - POSITION CHECK FAILED
ORDER_5962,REJECTED - POSITION CHECK FAILED
ORDER_6532,REJECTED - POSITION CHECK FAILED
ORDER_6962,REJECTED - POSITION CHECK FAILED
ORDER_7962,REJECTED - POSITION CHECK FAILED
ORDER_8532,REJECTED - POSITION CHECK FAILED
ORDER_8962,REJECTED - POSITION CHECK FAILED
ORDER_9532,REJECTED - POSITION CHECK FAILED
ORDER_9962,REJECTED - POSITION CHECK FAILED
ORDER_1103,REJECTED - POSITION CHECK FAILED
ORDER_1533,REJECTED - POSITION CHECK FAILED
ORDER_2963,REJECTED - POSITION CHECK FAILED
ORDER_3103,REJECTED - POSITION CHECK FAILED
ORDER_3533,REJECTED - POSITION CHECK FAILED
ORDER_4103,REJECTED - POSITION CHECK FAILED
ORDER_5103,REJECTED - POSITION CHECK FAILED
ORDER_6103,REJECTED - POSITION CHECK FAILED
ORDER_7103,REJECTED - POSITION CHECK FAILED
ORDER_7533,REJECTED - POSITION CHECK FAILED
ORDER_7963,REJECTED - POSITION CHECK FAILED
ORDER_9103,REJECTED - POSITION CHECK FAILED
ORDER_10103,REJECTED - POSITION CHECK FAILED
ORDER_10963,REJECTED - POSITION CHECK FAILED
ORDER_2964,REJECTED - POSITION CHECK FAILED
ORDER_3104,REJECTED - POSITION CHECK FAILED
ORDER_3534,REJECTED - POSITION CHECK FAILED
ORDER_3964,REJECTED - POSITION CHECK FAILED
ORDER_4964,REJECTED - POSITION CHECK FAILED
ORDER_5104,REJECTED - POSITION CHECK FAILED
ORDER_5534,REJECTED - POSITION CHECK FAILED
ORDER_5964,REJECTED - POSITION CHECK FAILED
ORDER_6964,REJECTED - POSITION CHECK FAILED
ORDER_7104,REJECTED - POSITION CHECK FAILED
ORDER_9534,REJECTED - POSITION CHECK FAILED
ORDER_9964,REJECTED - POSITION CHECK FAILED
ORDER_10964,REJECTED - POSITION CHECK FAILED
ORDER_1105,REJECTED - POSITION CHECK FAILED
ORDER_1535,REJECTED - POSITION CHECK FAILED
ORDER_2105,REJECTED - POSITION CHECK FAILED
ORDER_2965,REJECTED - POSITION CHECK FAILED
ORDER_3105,REJECTED - POSITION CHECK FAILED
ORDER_3965,REJECTED - POSITION CHECK FAILED
ORDER_4105,REJECTED - POSITION CHECK FAILED
ORDER_4535,REJECTED - POSITION CHECK FAILED
ORDER_5105,REJECTED - POSITION CHECK FAILED
ORDER_5965,REJECTED - POSITION CHECK FAILED
ORDER_6105,REJECTED - POSITION CHECK FAILED
ORDER_6535,REJECTED - POSITION CHECK FAILED
ORDER_6965,REJECTED - POSITION CHECK FAILED
ORDER_7105,REJECTED - POSITION CHECK FAILED
ORDER_8105,REJECTED - POSITION CHECK FAILED
ORDER_8535,REJECTED - POSITION CHECK FAILED
ORDER_9105,REJECTED - POSITION CHECK FAILED
ORDER_10105,REJECTED - POSITION CHECK FAILED
ORDER_10965,REJECTED - POSITION CHECK FAILED
ORDER_1536,REJECTED - POSITION CHECK FAILED
ORDER_2966,REJECTED - POSITION CHECK FAILED
ORDER_3966,REJECTED - POSITION CHECK FAILED
ORDER_4106,REJECTED - POSITION CHECK FAILED
ORDER_4536,REJECTED - POSITION CHECK FAILED
ORDER_4966,REJECTED - POSITION CHECK FAILED
ORDER_6966,REJECTED - POSITION CHECK FAILED
ORDER_7536,REJECTED - POSITION CHECK FAILED
ORDER_8106,REJECTED - POSITION CHECK FAILED
ORDER_8966,REJECTED - POSITION CHECK FAILED
ORDER_9536,REJECTED - POSITION CHECK FAILED
ORDER_1107,REJECTED - POSITION CHECK FAILED
ORDER_1537,REJECTED - POSITION CHECK FAILED
ORDER_1967,REJECTED - POSITION CHECK FAILED
ORDER_2107,REJECTED - POSITION CHECK FAILED
ORDER_3537,REJECTED - POSITION CHECK FAILED
ORDER_3967,REJECTED - POSITION CHECK FAILED
ORDER_4107,REJECTED - POSITION CHECK FAILED
ORDER_5107,REJECTED - POSITION CHECK FAILED
ORDER_5537,REJECTED - POSITION CHECK FAILED
ORDER_6537,REJECTED - POSITION CHECK FAILED
ORDER_7537,REJECTED - POSITION CHECK FAILED
ORDER_8107,REJECTED - POSITION CHECK FAILED
ORDER_9967,REJECTED - POSITION CHECK FAILED
ORDER_10107,REJECTED - POSITION CHECK FAILED
ORDER_10537,REJECTED - POSITION CHECK FAILED
ORDER_10967,REJECTED - POSITION CHECK FAILED
ORDER_2538,REJECTED - POSITION CHECK FAILED
ORDER_3968,REJECTED - POSITION CHECK FAILED
ORDER_4108,REJECTED - POSITION CHECK FAILED
ORDER_4968,REJECTED - POSITION CHECK FAILED
ORDER_7108,REJECTED - POSITION CHECK FAILED
ORDER_7968,REJECTED - POSITION CHECK FAILED
ORDER_8538,REJECTED - POSITION CHECK FAILED
ORDER_10538,REJECTED - POSITION CHECK FAILED
ORDER_1109,REJECTED - POSITION CHECK FAILED
ORDER_1539,REJECTED - POSITION CHECK FAILED
ORDER_2109,REJECTED - POSITION CHECK FAILED
ORDER_2539,REJECTED - POSITION CHECK FAILED
ORDER_3539,REJECTED - POSITION CHECK FAILED
ORDER_3969,REJECTED - POSITION CHECK FAILED
ORDER_4109,REJECTED - POSITION CHECK FAILED
ORDER_4969,REJECTED - POSITION CHECK FAILED
ORDER_5109,REJECTED - POSITION CHECK FAILED
ORDER_5969,REJECTED - POSITION CHECK FAILED
ORDER_6539,REJECTED - POSITION CHECK FAILED
ORDER_8109,REJECTED - POSITION CHECK FAILED
ORDER_9109,REJECTED - POSITION CHECK FAILED
ORDER_9969,REJECTED - POSITION CHECK FAILED
ORDER_10109,REJECTED - POSITION CHECK FAILED
ORDER_1540,REJECTED - POSITION CHECK FAILED
ORDER_3110,REJECTED - POSITION CHECK FAILED
ORDER_3540,REJECTED - POSITION CHECK FAILED
ORDER_4110,REJECTED - POSITION CHECK FAILED
ORDER_4540,REJECTED - POSITION CHECK FAILED
ORDER_5540,REJECTED - POSITION CHECK FAILED
ORDER_5970,REJECTED - POSITION CHECK FAILED
ORDER_6970,REJECTED - POSITION CHECK FAILED
ORDER_8110,REJECTED - POSITION CHECK FAILED
ORDER_8540,REJECTED - POSITION CHECK FAILED
ORDER_9110,REJECTED - POSITION CHECK FAILED
ORDER_9540,REJECTED - POSITION CHECK FAILED
ORDER_10540,REJECTED - POSITION CHECK FAILED
ORDER_1541,REJECTED - POSITION CHECK FAILED
ORDER_1971,REJECTED - POSITION CHECK FAILED
ORDER_2541,REJECTED - POSITION CHECK FAILED
ORDER_2971,REJECTED - POSITION CHECK FAILED
ORDER_3111,REJECTED - POSITION CHECK FAILED
ORDER_3541,REJECTED - POSITION CHECK FAILED
ORDER_6111,REJECTED - POSITION CHECK FAILED
ORDER_7111,REJECTED - POSITION CHECK FAILED
ORDER_7971,REJECTED - POSITION CHECK FAILED
ORDER_8541,REJECTED - POSITION CHECK FAILED
ORDER_10111,REJECTED - POSITION CHECK FAILED
ORDER_10541,REJECTED - POSITION CHECK FAILED
ORDER_1542,REJECTED - POSITION CHECK FAILED
ORDER_2542,REJECTED - POSITION CHECK FAILED
ORDER_3542,REJECTED - POSITION CHECK FAILED
ORDER_4542,REJECTED - POSITION CHECK FAILED
ORDER_4972,REJECTED - POSITION CHECK FAILED
ORDER_5542,REJECTED - POSITION CHECK FAILED
ORDER_6542,REJECTED - POSITION CHECK FAILED
ORDER_9542,REJECTED - POSITION CHECK FAILED
ORDER_9972,REJECTED - POSITION CHECK FAILED
ORDER_1113,REJECTED - POSITION CHECK FAILED
ORDER_1543,REJECTED - POSITION CHECK FAILED
ORDER_1973,REJECTED - POSITION CHECK FAILED
ORDER_2113,REJECTED - POSITION CHECK FAILED
ORDER_3113,REJECTED - POSITION CHECK FAILED
ORDER_3973,REJECTED - POSITION CHECK FAILED
ORDER_4113,REJECTED - POSITION CHECK FAILED
ORDER_4543,REJECTED - POSITION CHECK FAILED
ORDER_5113,REJECTED - POSITION CHECK FAILED
ORDER_6543,REJECTED - POSITION CHECK FAILED
ORDER_7543,REJECTED - POSITION CHECK FAILED
ORDER_8543,REJECTED - POSITION CHECK FAILED
ORDER_9113,REJECTED - POSITION CHECK FAILED
ORDER_9543,REJECTED - POSITION CHECK FAILED
ORDER_10543,REJECTED - POSITION CHECK FAILED
ORDER_1544,REJECTED - POSITION CHECK FAILED
ORDER_1974,REJECTED - POSITION CHECK FAILED
ORDER_2974,REJECTED - POSITION CHECK FAILED
ORDER_4544,REJECTED - POSITION CHECK FAILED
ORDER_5114,REJECTED - POSITION CHECK FAILED
ORDER_5974,REJECTED - POSITION CHECK FAILED
ORDER_6114,REJECTED - POSITION CHECK FAILED
ORDER_7544,REJECTED - POSITION CHECK FAILED
ORDER_8114,REJECTED - POSITION CHECK FAILED
ORDER_9544,REJECTED - POSITION CHECK FAILED
ORDER_10114,REJECTED - POSITION CHECK FAILED
ORDER_10544,REJECTED - POSITION CHECK FAILED
ORDER_1545,REJECTED - POSITION CHECK FAILED
ORDER_1975,REJECTED - INVLALID LOT SIZE
ORDER_2545,REJECTED - POSITION CHECK FAILED
ORDER_2975,REJECTED - INVLALID LOT SIZE
ORDER_3115,REJECTED - POSITION CHECK FAILED
ORDER_3975,REJECTED - INVLALID LOT SIZE
ORDER_4115,REJECTED - POSITION CHECK FAILED
ORDER_4975,REJECTED - INVLALID LOT SIZE
ORDER_5975,REJECTED - INVLALID LOT SIZE
ORDER_6115,REJECTED - POSITION CHECK FAILED
ORDER_6975,REJECTED - INVLALID LOT SIZE
ORDER_7115,REJECTED - POSITION CHECK FAILED
ORDER_7545,REJECTED - POSITION CHECK FAILED
ORDER_7975,REJECTED - INVLALID LOT SIZE
ORDER_8975,REJECTED - INVLALID LOT SIZE
ORDER_9115,REJECTED - POSITION CHECK FAILED
ORDER_9975,REJECTED - INVLALID LOT SIZE
ORDER_10545,REJECTED - POSITION CHECK FAILED
ORDER_10975,REJECTED - INVLALID LOT SIZE
ORDER_2546,REJECTED - POSITION CHECK FAILED
ORDER_3976,REJECTED - POSITION CHECK FAILED
ORDER_5116,REJECTED - POSITION CHECK FAILED
ORDER_6546,REJECTED - POSITION CHECK FAILED
ORDER_6976,REJECTED - POSITION CHECK FAILED
ORDER_7546,REJECTED - POSITION CHECK FAILED
ORDER_8116,REJECTED - POSITION CHECK FAILED
ORDER_9116,REJECTED - POSITION CHECK FAILED
ORDER_9546,REJECTED - POSITION CHECK FAILED
ORDER_9976,REJECTED - POSITION CHECK FAILED
ORDER_10976,REJECTED - POSITION CHECK FAILED
ORDER_1117,REJECTED - POSITION CHECK FAILED
ORDER_1547,REJECTED - POSITION CHECK FAILED
ORDER_1977,REJECTED - POSITION CHECK FAILED
ORDER_2117,REJECTED - POSITION CHECK FAILED
ORDER_2547,REJECTED - POSITION CHECK FAILED
ORDER_3977,REJECTED - POSITION CHECK FAILED
ORDER_5117,REJECTED - POSITION CHECK FAILED
ORDER_6117,REJECTED - POSITION CHECK FAILED
ORDER_6547,REJECTED - POSITION CHECK FAILED
ORDER_6977,REJECTED - POSITION CHECK FAILED
ORDER_7117,REJECTED - POSITION CHECK FAILED
ORDER_7547,REJECTED - POSITION CHECK FAILED
ORDER_7977,REJECTED - POSITION CHECK FAILED
ORDER_8117,REJECTED - POSITION CHECK FAILED
ORDER_8547,REJECTED - POSITION CHECK FAILED
ORDER_8977,REJECTED - POSITION CHECK FAILED
ORDER_9977,REJECTED - POSITION CHECK FAILED
ORDER_10977,REJECTED - POSITION CHECK FAILED
ORDER_1548,REJECTED - POSITION CHECK FAILED
ORDER_2118,REJECTED - POSITION CHECK FAILED
ORDER_3978,REJECTED - POSITION CHECK FAILED
ORDER_4978,REJECTED - POSITION CHECK FAILED
ORDER_6978,REJECTED - POSITION CHECK FAILED
ORDER_7118,REJECTED - POSITION CHECK FAILED
ORDER_7548,REJECTED - POSITION CHECK FAILED
ORDER_10978,REJECTED - POSITION CHECK FAILED
ORDER_2119,REJECTED - POSITION CHECK FAILED
ORDER_2549,REJECTED - POSITION CHECK FAILED
ORDER_2979,REJECTED - POSITION CHECK FAILED
ORDER_3119,REJECTED - POSITION CHECK FAILED
ORDER_3979,REJECTED - POSITION CHECK FAILED
ORDER_4979,REJECTED - POSITION CHECK FAILED
ORDER_5549,REJECTED - POSITION CHECK FAILED
ORDER_5979,REJECTED - POSITION CHECK FAILED
ORDER_6119,REJECTED - POSITION CHECK FAILED
ORDER_6979,REJECTED - POSITION CHECK FAILED
ORDER_7979,REJECTED - POSITION CHECK FAILED
ORDER_8119,REJECTED - POSITION CHECK FAILED
ORDER_8549,REJECTED - POSITION CHECK FAILED
ORDER_9549,REJECTED - POSITION CHECK FAILED
ORDER_9979,REJECTED - POSITION CHECK FAILED
ORDER_1120,REJECTED - POSITION CHECK FAILED
ORDER_1550,REJECTED - INVLALID LOT SIZE
ORDER_2120,REJECTED - POSITION CHECK FAILED
ORDER_2550,REJECTED - INVLALID LOT SIZE
ORDER_3120,REJECTED - POSITION CHECK FAILED
ORDER_3550,REJECTED - INVLALID LOT SIZE
ORDER_4120,REJECTED - POSITION CHECK FAILED
ORDER_4550,REJECTED - INVLALID LOT SIZE
ORDER_5550,REJECTED - INVLALID LOT SIZE
ORDER_6550,REJECTED - INVLALID LOT SIZE
ORDER_7120,REJECTED - POSITION CHECK FAILED
ORDER_7550,REJECTED - INVLALID LOT SIZE
ORDER_8120,REJECTED - POSITION CHECK FAILED
ORDER_8550,REJECTED - INVLALID LOT SIZE
ORDER_9120,REJECTED - POSITION CHECK FAILED
ORDER_9550,REJECTED - INVLALID LOT SIZE
ORDER_10120,REJECTED - POSITION CHECK FAILED
ORDER_10550,REJECTED - INVLALID LOT SIZE
ORDER_1121,REJECTED - POSITION CHECK FAILED
ORDER_1551,REJECTED - POSITION CHECK FAILED
ORDER_2121,REJECTED - POSITION CHECK FAILED
ORDER_2551,REJECTED - POSITION CHECK FAILED
ORDER_2981,REJECTED - POSITION CHECK FAILED
ORDER_3551,REJECTED - POSITION CHECK FAILED
ORDER_3981,REJECTED - POSITION CHECK FAILED
ORDER_4121,REJECTED - POSITION CHECK FAILED
ORDER_4551,REJECTED - POSITION CHECK FAILED
ORDER_4981,REJECTED - POSITION CHECK FAILED
ORDER_5121,REJECTED - POSITION CHECK FAILED
ORDER_5551,REJECTED - POSITION CHECK FAILED
ORDER_5981,REJECTED - POSITION CHECK FAILED
ORDER_6981,REJECTED - POSITION CHECK FAILED
ORDER_7121,REJECTED - POSITION CHECK FAILED
ORDER_7551,REJECTED - POSITION CHECK FAILED
ORDER_7981,REJECTED - POSITION CHECK FAILED
ORDER_9121,REJECTED - POSITION CHECK FAILED
ORDER_10121,REJECTED - POSITION CHECK FAILED
ORDER_10551,REJECTED - POSITION CHECK FAILED
ORDER_2122,REJECTED - POSITION CHECK FAILED
ORDER_2552,REJECTED - POSITION CHECK FAILED
ORDER_3982,REJECTED - POSITION CHECK FAILED
ORDER_4122,REJECTED - POSITION CHECK FAILED
ORDER_4982,REJECTED - POSITION CHECK FAILED
ORDER_6552,REJECTED - POSITION CHECK FAILED
ORDER_7552,REJECTED - POSITION CHECK FAILED
ORDER_7982,REJECTED - POSITION CHECK FAILED
ORDER_8552,REJECTED - POSITION CHECK FAILED
ORDER_10122,REJECTED - POSITION CHECK FAILED
ORDER_10552,REJECTED - POSITION CHECK FAILED
ORDER_1123,REJECTED - POSITION CHECK FAILED
ORDER_1553,REJECTED - POSITION CHECK FAILED
ORDER_1983,REJECTED - POSITION CHECK FAILED
ORDER_2983,REJECTED - POSITION CHECK FAILED
ORDER_3123,REJECTED - POSITION CHECK FAILED
ORDER_4123,REJECTED - POSITION CHECK FAILED
ORDER_4553,REJECTED - POSITION CHECK FAILED
ORDER_5553,REJECTED - POSITION CHECK FAILED
ORDER_6123,REJECTED - POSITION CHECK FAILED
ORDER_6983,REJECTED - POSITION CHECK FAILED
ORDER_7123,REJECTED - POSITION CHECK FAILED
ORDER_8123,REJECTED - POSITION CHECK FAILED
ORDER_8983,REJECTED - POSITION CHECK FAILED
